x,y
-0.836665258676334,1.088822546201715
-0.806909161115358,1.059066448640739
-0.777153063554383,1.029310351079764
-0.747396965993407,0.999554253518788
-0.717640868432431,0.969798155957812
-0.687884770871456,0.940042058396837
-0.65812867331048,0.910285960835861
-0.628372575749505,0.880529863274885
-0.598616478188529,0.85077376571391
-0.568860380627553,0.821017668152934
-0.539104283066578,0.791261570591959
-0.509348185505602,0.761505473030983
-0.479592087944627,0.731749375470008
-0.449835990383651,0.701993277909032
-0.420079892822675,0.672237180348056
-0.3903237952617,0.642481082787081
-0.360567697700724,0.612724985226105
-0.330811600139748,0.582968887665129
-0.301055502578773,0.553212790104154
-0.271299405017797,0.523456692543178
-0.241543307456822,0.493700594982203
-0.211787209895846,0.463944497421227
-0.182031112334871,0.434188399860251
-0.152275014773895,0.404432302299276
-0.122518917212919,0.3746762047383
-0.092762819651944,0.344920107177325
-0.063006722090968,0.315164009616349
-0.033250624529993,0.285407912055373
-0.003494526969017,0.255651814494398
0.026261570591959,0.225895716933422
0.056017668152934,0.196139619372447
0.08577376571391,0.166383521811471
0.115529863274886,0.136627424250495
0.145285960835861,0.10687132668952
0.175042058396837,0.077115229128544
0.204798155957812,0.047359131567569
0.234554253518788,0.017603034006593
0.264310351079764,-0.012153063554383
0.294066448640739,-0.041909161115358
0.323822546201715,-0.071665258676334
0.35357864376269,-0.10142135623731
0.381972717115482,-0.124999494919661
0.414215799025621,-0.142958773697604
0.449209890009973,-0.154687610872139
0.485763308270852,-0.159786594960475
0.522631270990376,-0.158082086175041
0.55855828391638,-0.149632129518193
0.592320895713371,-0.134724478129274
0.622769361130392,-0.113866794196576
0.648866794196576,-0.087769361130392
0.669724478129274,-0.057320895713371
0.684632129518193,-0.02355828391638
0.693082086175041,0.012368729009624
0.694786594960475,0.049236691729148
0.689687610872139,0.085790109990027
0.677958773697604,0.120784200974379
0.65999949491966,0.153027282884518
0.63642135623731,0.18142135623731
0.603318472977926,0.214524239496693
0.570215589718542,0.247627122756077
0.537112706459159,0.28073000601546
0.504009823199775,0.313832889274844
0.470906939940392,0.346935772534227
0.437804056681008,0.380038655793611
0.404701173421624,0.413141539052995
0.371598290162241,0.446244422312378
0.338495406902857,0.479347305571762
0.305392523643474,0.512450188831145
0.27228964038409,0.545553072090529
0.239186757124707,0.578655955349912
0.206083873865323,0.611758838609296
0.182539190043269,0.639053670399354
0.16325432549068,0.669507799477631
0.148646739286187,0.702461985918906
0.139032641557236,0.737202871106049
0.13462014848576,0.772978419789783
0.135504777221339,0.809014199380742
0.141667378223364,0.8445301440763
0.152974549790762,0.878757440929447
0.169181525805961,0.910955172327339
0.189937474182157,0.940426354620093
0.214793091318508,0.966533025711965
0.243210328166225,0.988710055014124
0.274574037365608,1.006477376815244
0.308205289328684,1.019450382254391
0.343376069014464,1.027348244941371
0.379325035256027,1.03
0.421460028204822,1.03
0.463595021153616,1.03
0.505730014102411,1.03
0.547865007051205,1.03
0.59,1.03
0.626732453924648,1.028845636130539
0.663319941635118,1.025387100268969
0.699618069032649,1.019638041676283
0.73548358399144,1.011621149260249
0.770774941709344,1.001368062032665
0.805352863320537,0.988919244244627
0.839080885565567,0.974323825692621
0.871825899349503,0.95763940782566
0.903458675062713,0.938931836418679
0.933854372591097,0.918274941709344
0.962893034002984,0.895750247023837
0.990460056968283,0.871446647041526
1.016446647041526,0.845460056968283
1.040750247023837,0.817893034002984
1.063274941709344,0.788854372591097
1.083931836418679,0.758458675062713
1.10263940782566,0.726825899349503
1.119323825692621,0.694080885565567
1.133919244244627,0.660352863320537
1.146368062032665,0.625774941709344
1.156621149260249,0.59048358399144
1.164638041676283,0.554618069032649
1.170387100268969,0.518319941635118
1.173845636130539,0.481732453924648
1.175,0.445
1.175,0.408333333333333
1.175,0.371666666666667
1.175,0.335
1.175,0.298333333333333
1.175,0.261666666666667
1.175,0.225
1.175,0.188333333333333
1.175,0.151666666666667
1.175,0.115
1.175,0.078333333333333
1.175,0.041666666666667
1.175,0.005
1.174138862096527,-0.030809969529247
1.171557439147153,-0.066537154301223
1.163171298356061,-0.1015047653613
1.153147349593884,-0.135832933718591
1.141527601272247,-0.169445500451467
1.128357575342106,-0.20226886260782
1.113686158920028,-0.234232133876193
1.097565448640605,-0.265267296914125
1.080050588193401,-0.295309347008254
1.061199599517151,-0.324296426765459
1.041073208136994,-0.352169951559705
1.019734663142225,-0.378874725485156
0.997249552312359,-0.404359047592541
0.973685612908268,-0.428574808212563
0.949112538652682,-0.451477575197306
0.923601783430485,-0.473026669938009
0.897226362243943,-0.493185233045191
0.870060649961281,-0.51192027960486
0.842180178398895,-0.529202743952299
0.813661432277927,-0.545007513932719
0.784581644594921,-0.559313454645677
0.755018591943942,-0.572103421697725
0.725050390323716,-0.583364264014924
0.694755291958254,-0.593086816293876
0.664211483652858,-0.601265881196447
0.633496887199654,-0.60790020141949
0.602688962337607,-0.612992421796474
0.571864512761616,-0.616549041612985
0.541099495663639,-0.618580357342408
0.510468835276003,-0.619100396031841
0.48004624087302,-0.618126839591206
0.449904029671998,-0.615680940260627
0.420112955058534,-0.611787427552451
0.390742040543818,-0.606474406984556
0.361858419843527,-0.599773250941027
0.333527183448823,-0.591718482014588
0.305811232040072,-0.582347649202503
0.278771137073152,-0.571701197343869
0.252465008846795,-0.559822330201285
0.226948372337232,-0.546756867603789
0.202274051063678,-0.532553097080699
0.178492059224855,-0.517261620427436
0.155649502322978,-0.500935195654689
0.133790486467366,-0.483628574781255
0.112956036525282,-0.465398337938553
0.093184023262713,-0.446302724261242
0.074509099592713,-0.426401460043446
0.054183802343924,-0.408815400365101
0.03472730931672,-0.39027269068328
0.011433080086344,-0.367387624381394
-0.011451986215542,-0.344502558079508
-0.034337052517428,-0.321617491777622
-0.057222118819314,-0.298732425475736
-0.0801071851212,-0.27584735917385
-0.102992251423086,-0.252962292871964
-0.125877317724971,-0.230077226570078
-0.148762384026858,-0.207192160268192
-0.171647450328743,-0.184307093966307
-0.194532516630629,-0.161422027664421
-0.217417582932515,-0.138536961362535
-0.240302649234401,-0.115651895060649
-0.263187715536287,-0.092766828758763
-0.286072781838173,-0.069881762456877
-0.308957848140059,-0.046996696154991
-0.331842914441945,-0.024111629853105
-0.354727980743831,-0.001226563551219
-0.377613047045717,0.021658502750667
-0.400498113347603,0.044543569052553
-0.423383179649489,0.067428635354439
-0.446268245951375,0.090313701656325
-0.469153312253261,0.113198767958211
-0.492038378555147,0.136083834260097
-0.514923444857033,0.158968900561983
-0.537808511158919,0.181853966863869
-0.560693577460805,0.204739033165755
-0.583578643762691,0.227624099467641
-0.611387050653769,0.250799516409062
-0.642917438909449,0.268582712428749
-0.677136867142489,0.280391106715542
-0.712924300515543,0.285837854074994
-0.749107336051065,0.284744518049942
-0.784500610771041,0.27714691653204
-0.817944634408754,0.263293948360973
-0.848343774525709,0.243639439352141
-0.87470214963422,0.21882727487849
-0.896156254460289,0.189670306065862
-0.912003248537083,0.157123720638838
-0.921723981389429,0.122253750793112
-0.925,0.086202743230331
-0.925,0.049661405393253
-0.925,0.013120067556175
-0.925,-0.023421270280904
-0.925,-0.059962608117982
-0.925,-0.09650394595506
-0.925,-0.133045283792139
-0.925,-0.169586621629217
-0.925,-0.206127959466295
-0.925,-0.242669297303374
-0.925,-0.279210635140452
-0.925,-0.31575197297753
-0.925,-0.352293310814609
-0.925,-0.388834648651687
-0.925,-0.425375986488765
-0.925,-0.461917324325843
-0.925,-0.498458662162922
-0.925,-0.535
-0.922561785491536,-0.572199964782715
-0.915288860492385,-0.608763427854218
-0.903305666765717,-0.644064778224051
-0.886817240078565,-0.6775
-0.866105701983002,-0.708497007267485
-0.841525432638166,-0.736525432638166
-0.813497007267485,-0.761105701983002
-0.7825,-0.781817240078565
-0.749064778224051,-0.798305666765717
-0.713763427854218,-0.810288860492384
